id,name,album,artists,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5crJ9KxVprFqpFczlyNQgh,Carol Of The Bells,Christmas This Year,Callann Lane,False,0.662,0.725,2,-7.635,0,0.0315,0.385,0.0357,0.0978,0.402,110.003,3.0
0vhUgDmsbOBWlpo7ZfVkyV,11:55,Shock Of The Hour,MC Ren,True,0.713,0.8640000000000001,6,-6.914,1,0.288,0.0176,0.2689999999999999,0.26,0.795,84.271,4.0
7DGfof1kGIebJsZ4OL1VTQ,Dogma of Submission,Forged in Fury,Krisiun,False,0.316,0.958,11,-4.279,0,0.149,6.41e-06,0.8340000000000001,0.4270000000000001,0.204,141.886,4.0
7gAgxLiZAANNbGpnwDWVAr,Tomes of Acrimony,Souls To Deny,Suffocation,False,0.256,0.853,11,-6.754,1,0.091,1.17e-05,0.871,0.139,0.513,108.993,4.0
3JW7U9lrOlHNf4j5ag2X6P,Can You Blame Me?,Home is Where You Hang Yourself,Her Space Holiday,False,0.499,0.4639999999999999,2,-8.408,1,0.0329,0.193,0.857,0.4029999999999999,0.342,120.223,4.0
7sAM8ccp7c6mY0PyJuaFJp,One More Minute,Hello World,The Baudboys,False,0.413,0.198,11,-11.057,1,0.0453,0.965,0.0,0.239,0.485,84.323,4.0
5AmRtvaQgLmZ7CxOxABq4Y,I Want You Back - Radio Edit,Greatest Hits,*NSYNC,False,0.754,0.946,8,-2.149,0,0.0403,0.0743,0.000391,0.401,0.865,112.042,4.0
4FNjramiHyil63p2rtH5Vt,Boys (feat. Pharrell Williams) - Co-Ed Remix,Greatest Hits: My Prerogative,"Britney Spears', 'Pharrell Williams', 'The Neptunes",False,0.818,0.787,6,-5.363,0,0.0969999999999999,0.062,0.000453,0.0668,0.899,106.997,4.0
4a6Ek9rR52XpsuHF0LsXrl,Albatros,Speicher 31,"Justus Koehncke', 'Fred Heimermann",False,0.23,0.2789999999999999,4,-17.688,1,0.0344,0.174,0.688,0.115,0.307,193.476,3.0
1f6xPt99qzVtTMrOEDXH7W,"Wind Quintet in D Minor, Op. 88, No. 4: IV. Finale: Allegro","Reicha: Wind Quintets, Op. 88, No. 4 and Op. 99, No. 6","Antoine Reicha', 'Michael Thompson Wind Ensemble",False,0.4679999999999999,0.0574,2,-24.488000000000003,1,0.052,0.994,0.8390000000000001,0.106,0.359,146.60399999999996,4.0
2kNMWkRKlpz1M4rmI5dfyY,Ndidi,Yes!!,Chris Knox,False,0.377,0.4920000000000001,4,-19.97,0,0.8759999999999999,0.154,0.0022,0.451,0.149,101.416,4.0
18TiFKEJWTp81F0EbkyrTq,Press On,Self,Paul Kalkbrenner,False,0.6409999999999999,0.487,6,-11.932,1,0.0448,0.00176,0.6779999999999999,0.266,0.75,133.342,4.0
0zBAWwGdcYjZUVtQsKwCRv,Big Stone Lake,Galaxy 2 Galaxy: A High Tech Jazz Compilation,"Galaxy 2 Galaxy', 'Lenny Price",False,0.177,0.325,4,-10.28,1,0.0335,0.929,0.892,0.325,0.0355,89.572,3.0
4YzrAX79vOmJohugW6q9uU,"Les francs-juges: Les Francs-Juges, Op. 3",Berlioz: Harold in Italy / Les Francs-Juges,"Hector Berlioz', 'San Diego Symphony Orchestra', 'Yoav Talmi",False,0.203,0.0589,8,-23.427,1,0.0403,0.915,0.8540000000000001,0.0454,0.0515,141.687,4.0
5u7aG239vJ4JiSwXyOjzdf,Rig a Jig Jig,Grow Your Own Music,Amy Conley,False,0.821,0.498,9,-6.654,1,0.0519,0.698,0.0,0.182,0.8959999999999999,125.766,4.0
3MnKvTdjcMfeYBV6E0v53w,Battle of the Planets,The Scientific Supercake,Godheadsilo,False,0.251,0.304,10,-19.823,0,0.0548,0.0551,0.927,0.113,0.132,89.721,3.0
7nsx5Gq3q1QH3RGL39s3Y9,Tell Me A Story,From the Lion's Mouth,Nedelle,False,0.581,0.214,4,-10.405,1,0.0308,0.947,1.43e-06,0.111,0.322,123.93,4.0
0VFLhIpwSEilRQlfLJK2DY,I Know You're Married,Diamonds & Dirt,Rodney Crowell,False,0.519,0.789,4,-10.23,1,0.0324,0.324,8.93e-06,0.366,0.787,157.109,4.0
7qItoC5gW2tEZCdRJfkys4,69 Pleasant St,Evolver,The Mammals,False,0.525,0.29,2,-15.049,1,0.0307,0.743,0.0814,0.135,0.3279999999999999,78.27,4.0
0c7Hpamvd6iQIOnFHSH84x,Morgan Magan,"Celtic Harp, Vol. IV: O'Carolan's Dream",Patrick Ball,False,0.51,0.244,8,-15.268,1,0.0358,0.7809999999999999,0.8109999999999999,0.0864,0.239,75.317,3.0
3sktLa5yU8dQuQfnJu3eDX,"Symphony No. 1, H. 289: II. Allegro - Poco moderato - Allegro come prima","Martinu, B.: Symphonies Nos. 1 and 6","Bohuslav Martinů', 'Ukraine National Symphony Orchestra', 'Arthur Fagen",False,0.29,0.123,10,-23.926,1,0.0392,0.905,0.938,0.213,0.266,128.02100000000002,4.0
5LU22D2amdYwtM3JXVNKYi,In the Dark of the Night,The Best Of,E-Rotic,True,0.5670000000000001,0.963,0,-5.669,1,0.0366,0.0213,0.0354,0.0828,0.8140000000000001,131.972,4.0
1c73dYbtzbjRcv7fznDtIn,Jenny's Room,Windham Hill Sampler '96,Andy Narell,False,0.376,0.585,2,-12.262,0,0.042,0.675,0.7759999999999999,0.0332,0.3939999999999999,176.58599999999996,3.0
7kokPyb0pwoun4QUNfehYi,Tropic of Cancer,Stripping Cane,Jeffrey Foucault,False,0.363,0.149,4,-14.836,0,0.0334,0.968,0.000133,0.0996,0.181,73.771,4.0
6mBxWdl5uLMVzuejGX1ysi,Storm Within (Live),Insurgent,Dew-Scented,False,0.208,0.997,2,-2.833,1,0.111,3.5e-05,0.113,0.475,0.0397,153.08,4.0
6tvQ4nWHoXVTzsZNSBF49Q,Walkin' Blues,Songs From the Dam Farm,Sarah Guthrie,False,0.795,0.379,7,-10.970999999999998,1,0.0401,0.753,0.000851,0.0884,0.949,115.797,4.0
6Zio8omdHsmGVNI0WJVyEa,Magic Fingers,Memory Lane,"Chuck Loeb', 'Andy Laverne",False,0.381,0.445,11,-17.467,0,0.0409,0.0292,0.204,0.0532,0.296,163.065,4.0
5DDaYrTCJGKZQJl7wbJSA7,A Thang For You,Take A Dip,A Few Good Men,False,0.682,0.604,4,-5.899,0,0.0438,0.105,0.0,0.0714,0.813,80.899,4.0
7swLdUW8YyNm5KZmtjJUO0,Choir Boy,My America,F.U.s,False,0.348,0.953,2,-8.855,1,0.126,0.102,0.8540000000000001,0.0933,0.291,99.708,4.0
2JDy5Oy1BcjadoFJdc7hMg,Coral,As Long As You're Living Yours: The Music of Keith Jarrett,John Scofield,False,0.542,0.276,0,-12.694,0,0.0401,0.7709999999999999,0.0582,0.106,0.212,110.041,4.0
5xSNrGy6FdIrCJ2qIccOSH,Sometimes It's Only Love,Power Of Love,Luther Vandross,False,0.6679999999999999,0.476,5,-10.347,0,0.0253,0.4920000000000001,1.31e-05,0.094,0.264,128.125,4.0
4qcUtbUvYWDGQOkkc3PZ5q,The X-Rated Hot Dog Vendor,America's Funnyman,Neil Hamburger,False,0.474,0.376,10,-21.705,0,0.5529999999999999,0.3,0.005,0.8859999999999999,0.0366,71.68,1.0
72TEe208LGshxy2CSHTar4,Alab Ng Puso,Rivermaya Live And Acoustic,Rivermaya,False,0.415,0.51,2,-7.38,1,0.0294,0.141,4.52e-06,0.516,0.148,130.68,4.0
58JeUBW2rWCOLKLcJ8Vh0F,Contact Lenses,You Will Have Your Revenge,Baxendale,False,0.7070000000000001,0.315,2,-11.547,1,0.0303,0.0606,0.000674,0.123,0.6459999999999999,96.795,3.0
5OOyzCAWQolwgTEExZe4pH,Two Clowns,We Love 'Em Tonight (Live at Tipitina's),Galactic,False,0.4379999999999999,0.688,7,-8.47,1,0.0381,0.0592,0.887,0.6890000000000001,0.469,99.019,4.0
3fIK6B93yKQgWDgCTzomaC,"Partita in C Minor, GWV 133: II. Allemande","Graupner, C.: Partitas, Gwv 121, 133, 149","Christoph Graupner', 'Naoko Akutagawa",False,0.275,0.327,11,-16.811,0,0.0371,0.945,0.0705,0.0546,0.238,136.46200000000002,3.0
2FjF4NEH5vw69RjnPKCnM0,Honky Tonk Man,Johnny Horton - 16 Biggest Hits,Johnny Horton,False,0.467,0.531,4,-14.288,1,0.0387,0.4479999999999999,0.0,0.358,0.954,136.154,4.0
3FKjgIJ46KRaQn4b5CTcXx,Above The Lone,Ever,Love Spirals Downwards,False,0.2269999999999999,0.513,6,-9.603,0,0.0354,0.6459999999999999,0.7929999999999999,0.299,0.3879999999999999,149.384,3.0
1DIntQD50zZsDzEuhcZq3v,Alabama Nova,Nothing for Juice,The Mountain Goats,False,0.7190000000000001,0.347,4,-13.323,1,0.0853,0.611,0.0182,0.0977,0.645,125.431,4.0
2T55EpHz7RBjUJajaUM9Kn,ääniesineitâ 4,ääniesineitâ,antti rannisto,False,0.589,0.134,3,-23.368,1,0.0766,0.665,0.965,0.109,0.132,120.349,4.0
7JZ0wMo3s2P5cpFvgdHicS,Good King Wenceslaus,Celtic Christmas,Katie McMahon,False,0.638,0.183,7,-14.091,1,0.0358,0.8959999999999999,0.0,0.108,0.528,91.735,4.0
2h8BBoncPsFSJ1i5MoDtTu,Besoffen vor Glück,Ich will dich haben,Die Prinzen,False,0.691,0.21,3,-14.348,1,0.0336,0.8220000000000001,0.00561,0.109,0.401,77.058,4.0
1P3JfNdQLDlQUFmo0r5QyK,Wild Horses,On Your Shore,Charlotte Martin,False,0.327,0.237,8,-9.232,1,0.0309,0.958,0.000171,0.256,0.214,66.595,3.0
3XUcGvtu4fVAlsYSVxla7y,María,Maria,Aníbal Troilo Y Su Orquesta Típica,False,0.485,0.325,1,-7.058,1,0.0544,0.958,1.46e-06,0.218,0.4579999999999999,125.684,3.0
5Z3xYk7eQ76bplXG15Ts74,Keeping My Distance,Evolution,Martina McBride,False,0.629,0.726,7,-5.914,1,0.0261,0.0376,0.0,0.178,0.703,124.657,4.0
6arG8d5bGNySmdHGHEZ1gF,What's That?,Definition Of Ill Vol. 1,Rasco,False,0.85,0.545,1,-10.659,1,0.107,0.0542,0.00085,0.314,0.615,94.155,4.0
4QGJfPwVfzzYhxVG38WIKd,Lovin' Only Me,Country Gentleman: The Best Of Ricky Skaggs,Ricky Skaggs,False,0.624,0.792,7,-7.872000000000001,1,0.0307,0.476,3.5600000000000005e-05,0.0916,0.924,173.294,4.0
1LJsiH6AjxoXnhEnXDL4lB,Tauhid,Oneiric,Boxcutter,False,0.318,0.835,0,-7.255,1,0.331,0.074,0.133,0.0777,0.222,181.898,5.0
4gtMsSxNUboJRj8wkYVc6d,Hum Vibralux,xuvetyn,Lovesliescrushing,False,0.0884,2.03e-05,4,-23.461,1,0.106,0.7929999999999999,0.977,0.109,0.0,160.865,4.0
1W4z6Gg3wEWq1fvrVS4sVB,"Piano Sonata No. 21 in B-Flat Major, D. 960: II. Andante sostenuto","Rubinstein Collection, Vol. 55: Beethoven: Sonata, Op. 2/3; Schubert: Sonata, Op. posth.","Franz Schubert', 'Arthur Rubinstein",False,0.353,0.00549,1,-31.489,0,0.042,0.992,0.925,0.118,0.0559999999999999,92.993,4.0
2Ar67rx0xjNIrJOwDqIkPi,He's Able,20/85 The Experience,"Hezekiah Walker', 'Love Fellowship Choir",False,0.433,0.8390000000000001,8,-4.91,1,0.249,0.298,0.0,0.247,0.652,169.967,4.0
1at3n20c5mRAFfNKD1Ru7j,Plastic Bird,On Fire,Galaxie 500,False,0.198,0.747,2,-7.237,1,0.0344,0.0623,0.584,0.115,0.828,202.873,4.0
2x3QOPnAfn57SFG8EOafDm,Ceremony,On Fire,Galaxie 500,False,0.239,0.7440000000000001,5,-7.973,1,0.0313,0.00837,0.00105,0.0695,0.29,110.582,4.0
0ECGiekydyYszExaGtvfTw,Yellow,Sante Fe Locomotive,Stella Mudslide,False,0.596,0.519,4,-5.823,0,0.0303,0.1889999999999999,0.0,0.1009999999999999,0.324,136.36700000000002,4.0
2OVJ3cFLYIJ5kaY0J36gfY,Let's Dress Up the Naked Truth,Destroy-Oh-Boy!,New Bomb Turks,False,0.186,0.903,4,-10.351,1,0.0722,0.00125,0.405,0.3879999999999999,0.236,126.426,4.0
6HtCfBWg7gwBAFEHlZTIZe,Who Am I? King of the Dicks??,Self-Titled,Auto!Automatic!!,False,0.387,0.7929999999999999,9,-6.459,0,0.0714,0.178,0.903,0.163,0.762,161.364,4.0
6HFn4zgpTv6N7aL30sHSLx,Break Away,Garfunkel,Art Garfunkel,False,0.3879999999999999,0.24,11,-17.147000000000002,0,0.0658,0.8590000000000001,1.86e-05,0.0979,0.465,206.404,4.0
6pXRQ9rtsvt14hUnAd1uSk,I Only Have Eyes for You,Garfunkel,Art Garfunkel,False,0.264,0.179,2,-17.633,1,0.0346,0.634,1.89e-05,0.102,0.0653,119.882,4.0
3E6UKACn2rWw6GiqJktAJk,You Suck The Life Out of Me,LOURDS,Lourds,False,0.539,0.979,2,-3.327,1,0.114,0.00208,0.0,0.475,0.6659999999999999,150.032,4.0
5jy7BHxWrfHDlHJ4QlmdLb,Soothsayer Lies,LOURDS,Lourds,False,0.528,0.888,9,-4.06,0,0.0552,0.055,1.42e-05,0.312,0.6940000000000001,151.908,4.0
1hkmRKi5OUlxrhr7I8iemK,A Dying Man's Plea,Alligator Records 35th Anniversary Collection,Mavis Staples,False,0.67,0.377,11,-12.395,0,0.0535,0.3329999999999999,4.56e-06,0.147,0.4429999999999999,83.815,4.0
4GxMotVnr2ltSAGHpTeDuS,Immer wieder Schmusezeit,Wunderland,Geschwister Hofmann,False,0.606,0.626,2,-3.982,1,0.0245,0.114,0.0,0.282,0.327,95.961,3.0
0g9tNitrKkQrP9m4cMZB5x,She Says,Scream,Sarah Bettens,False,0.6579999999999999,0.7829999999999999,2,-5.746,1,0.0343,0.00664,0.000508,0.41,0.6709999999999999,131.986,4.0
28nX0PZBw3nb1ARcV7yYqU,Next Door to an Angel,Neil Sedaka Sings The Hits,Neil Sedaka,False,0.706,0.91,6,-7.4529999999999985,0,0.0427,0.713,0.0,0.3339999999999999,0.92,123.836,4.0
6X8D1dOqQZTwnfuhp7n9WN,"We Kiss In a Shadow - From ""The King and I""",Neil Sedaka Sings The Hits,Neil Sedaka,False,0.376,0.574,2,-8.139,1,0.0447,0.485,2.88e-06,0.13,0.397,124.345,4.0
084axWIM0R7XqhPYasgEmr,Mire and the Sea (S Y Z Y G Y X Remix),Spectacle 1,Push Button Press,False,0.507,0.951,0,-6.375,1,0.032,0.00155,0.973,0.118,0.324,124.004,4.0
0Crh0hqRVQPB2YXKoe3FJY,Fireball Mail - Instrumental,Lonesome Whistle,"Mark Howard', 'Stuart Duncan', 'Sam Bush",False,0.52,0.5529999999999999,7,-11.47,1,0.0332,0.518,0.961,0.312,0.924,133.005,4.0
3r0OYATHZYqum9N0HJgjO9,Under Capricorn,And Blood Was Passion,Zebulon Pike,False,0.3429999999999999,0.579,6,-8.721,1,0.0393,0.00483,0.936,0.578,0.0593,109.73,4.0
6iVp4WnuJ46Y3jZE5pQ0Fe,Nostalgie Amoureuse - Bootleg Mix,Ancestry in Progress - Disc 1 / Zap Mama Disc - 2,"Zap Mama', 'Erykah Badu', 'Talib Kweli', 'Common', '?uestlove",False,0.6459999999999999,0.9,8,-8.947000000000003,1,0.038,0.000333,0.581,0.055,0.8590000000000001,129.418,4.0
2j4INW00bpFOKhOhRzddO1,Can't Hold On,Caledonia,Shana Morrison,False,0.71,0.387,5,-11.377,1,0.0314,0.171,0.0197,0.0865,0.397,118.719,4.0
0jRidIpREgVXWOPttgYyCr,"Elegiske digte, Op. 59: No. 6. Nu hviler du i jorden (Your Eyes Are Closed Forever) (arr. for cello and piano)","Grieg, E.: Cello and Piano Music","Edvard Grieg', 'Ramon Jaffe', 'Andreas Frolich",False,0.183,0.0137,11,-32.64,0,0.0451,0.976,0.975,0.0885,0.0647,78.193,1.0
3ZNLEttYUnRNHsiQJveGm9,Tougher Than Love,Tougher Than Love,Diana King,False,0.774,0.633,8,-6.285,1,0.0324,0.0028899999999999,0.0474,0.135,0.46,99.057,4.0
7lJyLLEPdgm7bb9Stl58Mi,Alcohol The Seed,Great Annihilator,Swans,False,0.327,0.722,4,-7.967,0,0.0476,0.00632,0.8590000000000001,0.111,0.171,35.579,4.0
7LMQeFgGNia9moHStX9ehf,Hustler's Life (feat. Washy),The Ghost of Fritz,"Jamal Gasol', 'Washy",True,0.608,0.721,4,-6.06,0,0.408,0.318,0.0,0.409,0.638,82.426,4.0
4rXkZnuczvKKayjePjcqcu,You can't Kill Me,Idea Hoard Uncut,The Square Root of Evil,False,0.726,0.969,7,-10.169,1,0.115,0.0431,0.843,0.1989999999999999,0.815,179.96900000000005,4.0
3cWHPhmXU8wvu21GUCyD7y,Ring-Tail Tom,Pussycat,Asylum Street Spankers,False,0.518,0.5670000000000001,9,-7.46,1,0.059,0.787,0.000448,0.706,0.657,76.415,4.0
7DftLQuz4cOGYsZi9WaQKm,Solche hergelauf´ne Laffen (Die Entführung aus dem Serail),Der Barbier von Bagdad,"Berliner Symphoniker', 'Gottlob Frick",False,0.4539999999999999,0.307,0,-13.017,1,0.0412,0.942,0.0819,0.077,0.498,78.993,4.0
1Vg7jQH3LzJrX2lSSemBp8,Quietly Complaining,Which Side Are You On?,Wakefield,False,0.514,0.905,0,-3.102,1,0.0579,0.00515,0.0,0.111,0.436,136.6,3.0
3msPJWugvDLZqif1jXFv1E,The Way It Will Be,The Bridge School Concerts 25th Anniversary Edition,Gillian Welch,False,0.361,0.423,7,-8.931000000000003,0,0.0296,0.753,1.44e-05,0.964,0.3229999999999999,132.034,4.0
6C21kCY6mYn1UyXT2fdTku,Today,Too Slime,Lil Breezo,True,0.916,0.2739999999999999,10,-15.48,0,0.659,0.208,0.0,0.0547,0.746,120.031,4.0
6OZomVxLyUMg37MHWaQNRa,Robotic Village,Up the Tombstones!!! LIVE 2000,Deceased…,True,0.23,0.6609999999999999,7,-9.512,1,0.0555,4.7e-05,0.638,0.565,0.256,134.643,3.0
08PDbyX6GnW1RwRM7hU0kL,Higher Forces,Higher Forces,Phi Life Cypher,False,0.605,0.892,8,-8.149,1,0.248,0.32,1.07e-06,0.337,0.57,85.009,4.0
46y2s7vbGq1lN46zX0ZmxK,The Prayer (feat. Angie Stone) - Live 2002,Josh Groban In Concert,"Josh Groban', 'Angie Stone",False,0.268,0.4379999999999999,8,-7.707000000000002,1,0.0409999999999999,0.655,0.00018,0.982,0.0942,64.194,4.0
3zTAUd5bC6BVSozg2em6Qy,Grappa,"Six Aces (feat. Corey King, Jamaal Sawyer, Takeshi Ohbayashi, Rashaan Carter & Adam Jackson)",Takuya Kuroda Sextet,False,0.522,0.501,5,-9.297,0,0.0398,0.284,0.845,0.1159999999999999,0.514,108.244,4.0
2acR9E3i4AZXOYCn0OT4Ur,"Selig ist der Mann, BWV 57: Recitative: Ich reiche dir die Hand (Bass, Soprano)","Bach, J.S.: Cantatas, Vol. 15 - Bwv 57, 64, 133, 151","Johann Sebastian Bach', 'Joanne Lunn', 'Peter Harvey', 'The Monteverdi Choir', 'English Baroque Soloists', 'John Eliot Gardiner",False,0.41,0.0377,2,-25.826,1,0.115,0.909,0.0,0.43,0.368,88.41,3.0
5WvY7xv0nJ4my8QmbpPJkz,Karma-Cola,Jukebox Buddha,"Adrian Sherwood', 'Doug Wimbish",False,0.221,0.33,2,-15.644,0,0.0818,0.19,0.284,0.089,0.125,77.414,5.0
5GfsfvAcIuMExaQMkx7BFy,Free for All - Soundstream Remix,See Mi Yah Remixes,"Rhythm & Sound', 'Paul St. Hilaire",False,0.81,0.8029999999999999,4,-8.373,1,0.0594,0.000623,0.89,0.085,0.941,127.871,4.0
4cSEjKQDpPYpO7zKW2e8iD,Luffly,Forthemasses,OPM,False,0.927,0.429,4,-8.097000000000001,0,0.0799,0.247,0.0387,0.0885,0.7859999999999999,115.057,4.0
1NqLT7uChWk0kwdnUjM53F,May Improvisation,Soul Nature,Peter Kater,False,0.254,0.206,7,-21.371,0,0.0579999999999999,0.978,0.931,0.0875,0.085,72.702,3.0
0smGlkWPtdPZjxmYNFlv11,Nada,El Mundo Se Equivoca,La Quinta Estacion,False,0.618,0.928,1,-3.009,0,0.032,0.0571,0.0,0.128,0.695,129.886,4.0
0DoAHMPM3Kwtm4V0E2ss8w,Pine,The Fifth Circle,ilyAIMY,False,0.513,0.6609999999999999,2,-10.565,1,0.0552,0.176,0.00446,0.11,0.534,142.767,4.0
72tCU6KMxSSpgSAUyhFknY,Jon's Boogie,Spectacular Class,Jontavious Willis,False,0.7020000000000001,0.6920000000000001,2,-6.8610000000000015,1,0.0539,0.0229,0.865,0.124,0.982,166.16,4.0
5CvHOl0gbSjsi7BkQ9I9Fw,The Coventry Carol,The Feast Of Seasons,Steve Bell,False,0.482,0.04,11,-23.405,1,0.0338,0.679,0.0,0.145,0.38,110.644,3.0
4bP80P1ac8TEu90JLHykHT,Cum Back,Cuntree,Shat,True,0.502,0.855,4,-7.251,0,0.0923,0.000502,0.000563,0.341,0.968,102.278,4.0
5VjHIShWDBBgc4iheIpMS9,"Erfreut euch, ihr Herzen, BWV 66: Aria: Ich furchte zwar des Grabes Finsternissen (Alto, Tenor)","Bach, J.S.: Cantatas, Vol. 22 - Bwv 4, 6, 31, 134, 145","Johann Sebastian Bach', 'Daniel Taylor', 'James Gilchrist', 'Stephen Varcoe', 'The Monteverdi Choir', 'English Baroque Soloists', 'John Eliot Gardiner",False,0.3989999999999999,0.0766,8,-24.349,1,0.0456,0.953,0.0,0.105,0.425,83.443,3.0
6fu7Uak2PwHMl67VSu152h,Norway's Melodies: 72. The Bridal Dance,Grieg: Norwegian Melodies Nos. 64 - 117,"Edvard Grieg', 'Einar Steen-Nøkleberg",False,0.5,0.193,1,-26.697,0,0.0693,0.982,0.812,0.107,0.347,108.381,4.0
2IPwr50ilaXVjktf32t3bx,Secrets From The Future,Secrets From The Future,MC Frontalot,False,0.5770000000000001,0.939,2,-3.788,0,0.266,0.155,0.107,0.3,0.96,160.009,4.0
5RaloOtSUbz7wtC566m9BS,Home Again,The English Diaries,Alyssa Bonagura,False,0.455,0.335,9,-9.549,1,0.0259,0.705,0.0,0.1689999999999999,0.214,155.817,4.0
2gMVhLzFCbjw0T729eckbf,Solitude,Vidunderlige Kaelling,Secret Oyster,False,0.215,0.0115,1,-32.321,1,0.0403,0.982,0.89,0.0861,0.171,173.655,3.0
16qQAdtvfDqgYXcufNy5Jv,Circus Song,I'll Have What She's Having,The Tuna Helpers,False,0.201,0.627,9,-8.948,1,0.0334,0.537,0.00382,0.304,0.225,147.016,3.0
63zqIlMYPDyhGkiTQNzrVw,It's Always You,The Essential Frank Sinatra with the Tommy Dorsey Orchestra (with Frank Sinatra),Tommy Dorsey,False,0.441,0.0733,6,-17.686,0,0.0432,0.912,0.00089,0.268,0.379,111.947,4.0
