id,name,artists,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1fXPLBEwpXXW8eUOca6nRt,Railroad Earth,Railroad Earth,0.29,0.5529999999999999,-7.159,1,0.0357,0.768,8.420000000000001e-05,0.8370000000000001,0.344,172.298,4.0
6oGj2gOK7HJGnP2xRLCMc3,Diagram,Drums & Tuba,0.345,0.5710000000000001,-11.885,0,0.0602,0.0196,0.726,0.272,0.407,159.263,4.0
4LreFHhOjBfZZeDlwUkVWe,E Com Esse Que Eu Vou,Chuck Loeb,0.941,0.412,-12.165,1,0.0602,0.866,0.00316,0.102,0.693,134.05100000000002,4.0
1FHAHsTQGh27RiwNfvGyj6,211 - Feat. L.e.p. Bogus Boys,Yukmouth,0.659,0.975,-4.004,1,0.109,0.0253,0.0,0.349,0.752,152.067,4.0
5wSagCWflNwJ1xM59ZKw6O,Sobre o Tempo,Pato Fu,0.633,0.551,-12.294,1,0.0427,0.00731,0.123,0.144,0.4270000000000001,94.946,4.0
7aTdUSyW81j4TvFur6H0fN,Flux and Reflux,Praxis,0.4920000000000001,0.931,-7.342,0,0.271,0.00183,0.8109999999999999,0.0896,0.311,119.621,4.0
5wOI8lie7XebZVSHrrKI1D,Halve the Light,Paul Brill,0.429,0.184,-14.345,1,0.0269,0.25,0.0073,0.0926,0.1009999999999999,83.514,3.0
1dllBroLPrloYc88Zgncoe,Behind Your Sun,Archer Prewitt,0.428,0.561,-6.388999999999999,1,0.027,0.0269,0.000533,0.0645,0.6559999999999999,131.306,1.0
1NVcLwxlstmGkoTsJo6Giw,The Tailor,Kitaro,0.433,0.236,-14.571,1,0.036,0.65,0.0503,0.209,0.613,137.259,4.0
4a5TUNLzT5DYGDWDLp2r9T,"Oboe Concerto in C Major, Op. 7, No. 12: III. Allegro","Tomaso Albinoni', 'Anthony Camden', 'London Virtuosi', 'John Georgiadis",0.58,0.244,-17.945,1,0.0407,0.943,0.92,0.0971,0.8640000000000001,116.33,1.0
0i4lLFgeNf3wb3y5tjmXXw,If You Need A Reason,Mason Jennings,0.452,0.4920000000000001,-7.711,1,0.0292,0.266,8.99e-05,0.184,0.527,74.057,4.0
0Xul2OTykHsjSmIGdMnNMZ,That Love,Tstewart,0.144,0.389,-13.417,0,0.0364,0.895,0.6459999999999999,0.38,0.0323,139.532,5.0
1vAFJ611eMq4tYfDRVwMUI,Tonn Cliodhna / An Seanchaí Muimhneach,Brendan Begley & Caoimhín Ó Raghallaigh,0.48,0.489,-7.713999999999999,1,0.062,0.901,0.951,0.105,0.972,109.546,3.0
3snAQB4ARMSaf7uioKuenl,Baby I'm Electric,"Sylvie Marks', 'Hal9000",0.8190000000000001,0.722,-7.6789999999999985,0,0.124,0.00948,0.139,0.0948,0.836,124.997,4.0
7bWU9jbDn8pUmmL40Bpj5L,Thousand Miles,The Kilborn Alley Blues Band,0.3979999999999999,0.515,-4.819,1,0.0286,0.619,2.15e-05,0.313,0.37,137.156,4.0
5nilN7sdDOeIDIHQCABRZq,Five Years,Jaime Paxton,0.754,0.605,-5.774,1,0.0318,0.542,2.04e-05,0.1,0.606,120.046,4.0
0AKyVsx6MPpXTwWbN5IV6i,Drunk On The Stars,Smog,0.201,0.3289999999999999,-15.504,0,0.0354,0.931,0.0129,0.11,0.108,78.673,1.0
01CVLZQXMHw8NrlYsPc6gP,Dedicated,"J Flow', 'YK Genre', 'Jay Po', 'Post",0.66,0.715,-6.371,0,0.171,0.5920000000000001,0.0,0.0805,0.364,141.976,4.0
2wEngziMQx1i0QlsTQfpvh,Brave Reality,Evergreen Terrace,0.32,0.485,-7.971,1,0.0802,0.0209,0.0,0.285,0.181,149.78799999999995,4.0
6dVCPgVcSnWi9AgwcJWQ8W,We Bleed Maroon - Live,Granger Smith,0.341,0.635,-5.681,1,0.0395,0.106,0.0,0.7170000000000001,0.381,144.584,3.0
0S9UvOTaIaNERaSbffwyVV,You Don't Have To Hang Around,The Novaks,0.466,0.298,-10.594,1,0.0304,0.00501,0.0193,0.0721,0.147,92.191,3.0
3t2Fbszf2nRhzFZbrFyVWj,Broken Streetlamp Serenade,Cars & Trains,0.512,0.4589999999999999,-11.258,0,0.0407,0.763,0.737,0.111,0.0348,99.974,4.0
7ppgcZDwyvdftL8ACUG9TU,Bien Pulenta,Juan D'Arienzo y su Orquesta Típica,0.635,0.542,-7.661,0,0.0884,0.94,3.19e-05,0.102,0.8490000000000001,133.361,4.0
6rDHR8eUJIDg1N4Vi8Y7Wc,Staticburst,Lovesliescrushing,0.7020000000000001,0.992,-10.593,1,0.0454,0.174,0.93,0.0987,0.0261,136.126,4.0
6P9WdJjFRK09gF5zKS7vRv,Liebestraum No. 3 in A-flat,"Franz Liszt', 'Arthur Rubinstein",0.3979999999999999,0.0755,-17.313,1,0.0433,0.992,0.905,0.105,0.0392,132.77700000000002,4.0
2wSmwBjoS5skbNYAMBi5qG,Tugboat,Galaxie 500,0.285,0.89,-8.142999999999999,1,0.0405,0.153,0.4920000000000001,0.113,0.3229999999999999,115.988,4.0
5jvEsvDRDZtmaUyMTAjgFm,Caroline,Snowglobe,0.326,0.302,-11.975,1,0.0314,0.4370000000000001,0.176,0.155,0.406,169.662,4.0
1wz1nB2iVCqu0Gd3sb5eIW,You Got To Move,BeauSoleil avec Michael Doucet,0.4920000000000001,0.407,-6.396,1,0.0323,0.13,0.0,0.0782,0.6629999999999999,75.218,4.0
4MTjdCu5no6wrviZvKs4kT,Business Man,"Mean Gene', 'Flex",0.726,0.74,-6.938,0,0.335,0.0798,0.0,0.222,0.926,112.634,4.0
5fqL0b509yTSNjrFFl5L76,The Berber of Seville,Bombay Dub Orchestra,0.363,0.423,-13.368,0,0.0317,0.589,0.589,0.1159999999999999,0.312,80.559,4.0
2pcEs5ZPMWof9D8QyO7uTI,"Me, You And Nagano",Ian Hawgood,0.143,0.0609,-22.325,1,0.0433,0.994,0.835,0.337,0.0289999999999999,67.195,4.0
1AH86DF5xxmDt2qvlw1jLz,Cheyanne,Horseshoes & Hand Grenades,0.358,0.578,-7.966,1,0.03,0.324,0.0,0.0927,0.467,150.616,4.0
5vimi32DK6hwKhOlSe1T0z,Prologue,Alove For Enemies,0.649,0.585,-12.827,1,0.0366,0.00864,0.476,0.134,0.386,119.993,4.0
6ispx9Bvcz5QqdUg5xozYB,Breaking Honey's Heart,Supersuckers,0.536,0.546,-6.71,1,0.0284,0.0231,0.0,0.157,0.419,139.865,4.0
15DH8f8hFUYidSQeLQEMPH,An Eye for an Empty Heart,Holly Golightly,0.603,0.74,-5.495,1,0.0472,0.3339999999999999,0.0009699999999999,0.359,0.743,115.205,4.0
6BHWWHZeHSjEzGWp4Pe0qs,Love Triangle,Diana King,0.626,0.732,-6.89,1,0.0814,0.0859,1.7199999999999998e-05,0.108,0.452,166.2,4.0
5NPxvQugkAYoPHtOCSLQ84,Folkmaster Flex,Europa 51,0.813,0.254,-15.35,1,0.0465,0.514,0.8290000000000001,0.102,0.562,76.066,4.0
2G0LcEItmW5jWaerfhZDRJ,Western Man,Adam Ezra,0.5920000000000001,0.481,-8.542,1,0.0615,0.653,0.0,0.108,0.759,89.094,4.0
2RL9oDIuPuP2BKtXIqsp1q,Can't Nobody Hide From God,Blind Willie Johnson,0.561,0.188,-16.296,0,0.0279999999999999,0.992,0.0567,0.187,0.516,92.043,4.0
67yskQHRXtslq0o8kBJBuz,In,Swans,0.42,0.6759999999999999,-9.891,1,0.0333,0.322,0.8,0.86,0.564,140.92,4.0
0DFuwM4OyGBlYPO9SLgHBG,No Moon At All,Conte Candoli Quartet,0.735,0.125,-19.888,0,0.0986,0.861,0.1939999999999999,0.059,0.613,81.21300000000002,4.0
0xi5aV5wqtHegYxT6LROT1,Ultimate Sacrifice,Robert Bradley's Blackwater Surprise,0.3429999999999999,0.479,-8.375,1,0.0377,0.1939999999999999,2.36e-06,0.0719,0.317,70.008,4.0
06aj010xx0sRjBdapQtcTP,Nigun Rikud,Zalman Goldstein,0.722,0.7929999999999999,-12.794,1,0.0358,0.606,0.863,0.0498,0.765,92.512,4.0
3yB8EPW8o2H384oMjCtcVt,There Is a Light,Steve Gold,0.503,0.0771,-19.566,1,0.0364,0.804,0.139,0.142,0.0663,143.96,4.0
4Z08I1h1UbHfunQtbqoIyF,It's My Lie,Keith Norris,0.589,0.423,-8.185,1,0.0266,0.505,1.51e-06,0.275,0.326,135.904,4.0
575I4jv2AGr5BUVyanbfrr,Something Funky About Your Love,Tony Z,0.523,0.792,-11.8,1,0.0366,0.0356,0.2019999999999999,0.034,0.939,78.314,4.0
1CnVf7KKnYcAOfcJ6YI3Ad,"Symphony No. 92 in G Major, Hob. I:92 ""Oxford"": I. Adagio - Allegro spiritoso","Franz Joseph Haydn', 'George Szell', 'Cleveland Orchestra",0.418,0.152,-17.69,1,0.0424,0.922,0.667,0.108,0.312,133.28,3.0
1N9r93KyivnveDoVBPMDlc,Northumberland West (Live),The Sadies,0.409,0.923,-6.442,1,0.0478,4.49e-05,0.753,0.979,0.599,141.066,4.0
2nXYn1OD1Ytmamtr5yq0X4,Thankful / It's Over Now,Linus Of Hollywood,0.59,0.557,-5.356,0,0.0288,0.324,0.0,0.407,0.336,130.072,3.0
51Nf5mAiGiPFW0qFiPhHjX,No Control,Eddie Money,0.535,0.597,-11.888,1,0.025,0.29,0.00162,0.5770000000000001,0.706,96.756,4.0
1x3gx33cHPu8jh7xMDfb4q,Continental Slide,Emily Bezar,0.282,0.643,-9.288,0,0.0452,0.0768,0.027,0.123,0.173,84.49700000000001,4.0
6XTsTuJ8TItJDgMOO7PRxY,9 Found Clouds (9x1),Jordan Dykstra,0.0618,0.0808,-19.651,1,0.0372,0.976,0.949,0.0742,0.0233,68.535,4.0
4WmILdqbZOqBfy1zOtCuno,"Love or Money - Live at Universal Amphitheatre, Los Angeles, CA, 8/14-17, 1974",Joni Mitchell,0.622,0.342,-15.474,0,0.0315,0.604,0.0,0.152,0.752,99.949,4.0
0NjbJncviuhnptuFN7sJ2H,Closer to You,Dan Bern,0.5479999999999999,0.525,-9.119,0,0.0239,0.225,0.0628,0.177,0.207,97.25,4.0
5enGhlyFaqksjOamFg22fw,Don't Leave Me This Way,Andy Abraham,0.708,0.642,-6.884,0,0.0341,0.4370000000000001,0.0,0.0658,0.83,118.011,4.0
45URcZDhcuHGw4xmGqzcOr,Unreleased,"Gabriel Ananda', 'Tobias Becker",0.809,0.792,-10.535,1,0.174,0.0489,0.845,0.0904,0.174,123.117,4.0
0he8VecARF0yVmWff2sOzx,Winter,Kristin Hersh,0.515,0.769,-5.144,0,0.0309,0.000625,0.0018899999999999,0.11,0.299,94.949,3.0
2riQLSQsnjVP2YGI9kWPfw,Void,Inertia,0.653,0.988,-8.203,0,0.0421,0.0112,0.8370000000000001,0.293,0.74,139.987,4.0
27TIc3NzhyjEVrD2UMd4Nq,Heaven Only Knows,Swing Out Sister,0.611,0.471,-11.925999999999998,1,0.0491,0.524,0.00015,0.208,0.379,78.195,4.0
7Fyx3wZ8rHGQZBVKtIJ8rC,Needle,Chiasm,0.752,0.472,-12.029000000000002,1,0.0366,0.0445,0.654,0.1009999999999999,0.356,122.004,4.0
7zGiBTa7uaXOoupBNn8I5X,Rock N' Roll Intro,Shat,0.4370000000000001,0.561,-6.734,1,0.324,0.0012,0.000896,0.379,0.2019999999999999,94.285,1.0
3ocF7pFdMFwF5qtmYvaiRE,Den forlorade sonen (The Prodigal Son) Suite: VII. Final: Polska,"Hugo Alfvén', 'RTÉ National Symphony Orchestra', 'Niklas Willen",0.42,0.0812,-21.948,1,0.0322,0.942,0.9,0.0813,0.245,96.677,3.0
2wVqYRtwqT30x2o5PH50Jj,SoulSeasons!!!,9th Wonder,0.573,0.477,-6.925,1,0.487,0.532,0.794,0.135,0.505,174.86900000000003,4.0
1JKswm6aydAffza3hujVR7,"A Kekszakallu herceg vara (Bluebeard's Castle), Op. 11, BB 62 (Sung in English): Sixth Door: Tears: I know what's behind it Bluebeard (Judith)","Béla Bartók', 'John Tomlinson', 'Sally Burgess', 'Opera North Orchestra', 'Richard Farnes",0.201,0.109,-20.225,0,0.0432,0.92,0.358,0.166,0.0377,130.049,4.0
20AhAdF9DQppu9S0DMKCUV,"Orfeo ed Euridice: Act I, Scene 2: Recitativo: Che disse? Che ascoltai?","Christoph Willibald Gluck', 'Kerstin Avemo', 'Ann-Christine Biel', 'Maya Boog', 'Drottningholm Theatre Chorus', 'Drottningholm Court Theatre Orchestra', 'Arnold Östman",0.405,0.0582,-25.107,0,0.0457,0.963,3.57e-06,0.517,0.131,103.072,3.0
53gTGsZ35tonbBPZLOJMjC,Inuit Wedding,Pawa Up First,0.672,0.535,-8.373,1,0.0285,0.365,0.535,0.0994,0.0985,111.97,4.0
6A4C3ah5ohFvqT7Yvhxt8r,Interiors,"The Sea and Cake', 'Broadcast.",0.7120000000000001,0.8590000000000001,-7.247000000000001,0,0.038,0.00274,0.139,0.368,0.633,145.609,4.0
0tcnCMvZptIT2B4Qc8YXIp,All I Have to Offer You Is Me,Rench,0.716,0.657,-4.002,1,0.081,0.0835,4.25e-06,0.0494,0.846,107.898,4.0
6LcY7YtuGVicVfbyI33wnL,This Above All - Temple Of Tears Remix,Mind:State,0.614,0.75,-7.721,1,0.0272,0.148,0.000554,0.0767,0.238,129.994,4.0
6PqIQOyxMs6s9423bvgahN,Sunrise Sunset (Coming Home),Gerry Beckley,0.518,0.0945,-17.194000000000006,0,0.0361,0.917,0.0152,0.11,0.119,79.8,4.0
6E2QGfrdx3HVNgEn9byZig,It's Hard to Be Me,Cyndi Lauper,0.429,0.907,-4.396,0,0.0776,0.0077599999999999,0.0,0.325,0.281,150.325,4.0
2M31EKrbkXZH5P9INc6Bp5,The Healer - Beatless Remix,"E W Wainwright', 'Beatless",0.846,0.713,-11.207,1,0.0785,0.000123,0.831,0.11,0.1159999999999999,124.106,4.0
6eY5z3VsOjy5h7Yoez6wFv,Shave Your Shelf,Jerseyband,0.419,0.648,-9.212,1,0.064,0.0106,0.748,0.6609999999999999,0.373,106.098,4.0
3Qxjqub0mTkbtolQz4gTbE,Looking for Jack,Colin Hay,0.7609999999999999,0.429,-10.06,1,0.0264,0.503,0.00722,0.0837,0.387,103.982,4.0
0Z9S50wsLjTXwT1vURxira,Halt mich fest,debbie rockt!,0.62,0.838,-4.497,1,0.0537,0.00392,5.539999999999999e-05,0.0803,0.628,127.001,4.0
1yvnnkDmD0NtmZYqai5eJT,Planetary (GO!),My Chemical Romance,0.607,0.948,-3.686,1,0.0509,0.000599,0.256,0.359,0.701,131.989,4.0
4hBO63UpNWihSPbCXrNtLu,Ahck - KAB Remix,Minilogue,0.721,0.532,-13.981,0,0.0559,0.604,0.903,0.447,0.439,128.01,4.0
4GO4iykie5jgz0PK7fBpoJ,Shiver,Tim Finn,0.6759999999999999,0.897,-6.9270000000000005,1,0.0579,0.235,0.00331,0.106,0.7120000000000001,114.865,4.0
6tITcilDM8J1kJKib8sGxx,Scene 11,"Machinefabriek', 'Anne Bakker",0.233,0.0962,-13.582,0,0.0396,0.89,0.728,0.2289999999999999,0.0369,179.97,3.0
36oA1HOC6dOiW4FA0YGzAT,Herzogin Cecile,Bounding Main,0.638,0.155,-10.597,0,0.124,0.8490000000000001,0.0,0.0914,0.373,113.511,4.0
5rtnbMyJ3TF5K23BkrOIdf,Red River: Roundup,"Dimitri Tiomkin', 'Moscow Symphony Chorus', 'Moscow Symphony Orchestra', 'William Stromberg",0.371,0.13,-21.064,1,0.0478,0.919,0.5,0.16,0.54,87.647,4.0
65O8YHcYiU4sH511WOSsox,"Der Carneval in Rom, Op. 356: Act III: Dialog","Johann Strauss II', 'Isabella Ma-Zach', 'Michael Heim', 'Marcus Gunzel', 'Bernd Konnes', 'Jessica Glatte', 'Manfred Equiluz', 'Jeanette Oswald', 'Stefan Trommler', 'Jens-Uwe Murner', 'Andre Meyer', 'Dresden State Opera Chorus', 'Dresden State Opera Orchestra', 'Ernst Theis",0.701,0.0959,-29.63300000000001,0,0.764,0.573,0.0,0.341,0.397,115.994,3.0
4ukebaapUELmfFNecDqWrx,Un Shipibo en España,Chicha Libre,0.593,0.4970000000000001,-9.493,0,0.0344,0.853,0.857,0.2,0.973,144.911,4.0
3VnEM3lXzDYwsbj4GX0XHb,Sci-Fi Kid,Blitzen Trapper,0.326,0.8640000000000001,-6.462999999999999,1,0.0754,0.00156,9.5e-06,0.294,0.442,148.826,4.0
20JZNkrNQy9P2Z1Rbjo8Dl,Summer Town,Blitzen Trapper,0.526,0.301,-10.377,0,0.0254,0.2689999999999999,2.11e-05,0.119,0.19,90.631,4.0
